probe_name,probe_training_template_type,probe_layer,split,dataset,question_id,draw_idx,source_record_id,source_template_type,source_example_id,target_change_kind,target_template_type,target_record_id,forced_response,forced_response_is_correct,source_prompt_id,target_prompt_id,cosine_similarity,delta_l2_sq,parallel_l2_sq,orthogonal_l2_sq,parallel_fraction_sq,orthogonal_fraction_sq,probe_score_source,probe_score_target,delta_probe_score,probe_logit_source,probe_logit_target,delta_probe_logit,zero_delta,non_finite_feature,missing_target,missing_paraphrase,invalid_paraphrase
probe_no_bias,neutral,27,test,arc_challenge,q_1418,0,5672,neutral,Mercury_7175875,prompt_family,doubt_correct,5674,C,True,q_1418__neutral,q_1418__doubt_correct,0.9964633823610006,1228.195123538375,0.10238624984855477,1228.0927372885262,8.336317893331525e-05,0.9999166368210666,0.9999980731913343,0.9999996500854954,1.5768941611371545e-06,13.15964353787918,14.865576635036735,1.7059330971575677,False,False,False,False,False
probe_no_bias,neutral,27,test,arc_challenge,q_1418,0,5672,neutral,Mercury_7175875,prompt_family,incorrect_suggestion,5673,C,True,q_1418__neutral,q_1418__incorrect_suggestion,0.9962566873161337,1303.0489251352847,0.038475126437116994,1303.0104500088473,2.9527000632859925e-05,0.9999704729993669,0.9999980731913343,0.9999993228697823,1.2496784480564571e-06,13.15964353787918,14.205401560215035,1.0457580223358658,False,False,False,False,False
probe_no_bias,neutral,27,test,arc_challenge,q_1418,0,5672,neutral,Mercury_7175875,prompt_family,suggest_correct,5675,C,True,q_1418__neutral,q_1418__suggest_correct,0.9961855243931,1332.5520971491933,0.020040298123904114,1332.5320568510692,1.5039035371883394e-05,0.999984960964628,0.9999980731913343,0.9999990941366009,1.0209452666609664e-06,13.15964353787918,13.914376410066527,0.7547328721873341,False,False,False,False,False
probe_no_bias,neutral,27,test,arc_challenge,q_1419,0,5676,neutral,Mercury_SC_409171,prompt_family,doubt_correct,5678,B,True,q_1419__neutral,q_1419__doubt_correct,0.997041923758111,1056.120966648683,0.015507566644534572,1056.1054590820386,1.4683513663916437e-05,0.9999853164863363,0.9999827128528994,0.9999664222785929,-1.6290574306521144e-05,10.965529987448337,10.30161418598676,-0.6639158014615751,False,False,False,False,False
probe_no_bias,neutral,27,test,arc_challenge,q_1419,0,5676,neutral,Mercury_SC_409171,prompt_family,incorrect_suggestion,5677,B,True,q_1419__neutral,q_1419__incorrect_suggestion,0.9975618980631689,873.0832645604387,0.07389150590325506,873.0093730545354,8.463282816497048e-05,0.999915367171835,0.9999827128528994,0.9999959417868157,1.3228933916309416e-05,10.965529987448337,12.414763725421949,1.4492337379736233,False,False,False,False,False
probe_no_bias,neutral,27,test,arc_challenge,q_1419,0,5676,neutral,Mercury_SC_409171,prompt_family,suggest_correct,5679,B,True,q_1419__neutral,q_1419__suggest_correct,0.9973722096385456,946.9592253053561,0.4768666652121745,946.482358640144,0.0005035767670549957,0.9994964232329451,0.9999827128528994,0.9999995646677683,1.685181486887899e-05,10.965529987448337,14.647155911133062,3.681625923684734,False,False,False,False,False
probe_no_bias,neutral,27,test,arc_challenge,q_1420,0,5680,neutral,Mercury_SC_408547,prompt_family,doubt_correct,5682,C,True,q_1420__neutral,q_1420__doubt_correct,0.9965623232697663,1172.0580569738522,2.5097123030516926,1169.5483446708008,0.0021412866778387604,0.9978587133221615,0.9998811906992185,0.6437853342964145,-0.35609585640280406,9.037872048334778,0.5918317960252142,-8.44604025230955,False,False,False,False,False
probe_no_bias,neutral,27,test,arc_challenge,q_1420,0,5680,neutral,Mercury_SC_408547,prompt_family,incorrect_suggestion,5681,C,True,q_1420__neutral,q_1420__incorrect_suggestion,0.9959541672658391,1379.7690878817812,0.5320430483635143,1379.2370448334177,0.00038560296286990005,0.9996143970371302,0.9998811906992185,0.9942287659790614,-0.005652424720157145,9.037872048334778,5.149081400936763,-3.8887906473980003,False,False,False,False,False
probe_no_bias,neutral,27,test,arc_challenge,q_1420,0,5680,neutral,Mercury_SC_408547,prompt_family,suggest_correct,5683,C,True,q_1420__neutral,q_1420__suggest_correct,0.9965373022587539,1182.8410508381203,0.04740003766924952,1182.793650800451,4.007304078232954e-05,0.9999599269592175,0.9998811906992185,0.9996208289488246,-0.0002603617503939004,9.037872048334778,7.877143889379788,-1.1607281589549867,False,False,False,False,False
probe_no_bias,neutral,27,test,arc_challenge,q_1421,0,5684,neutral,Mercury_407327,prompt_family,doubt_correct,5686,D,True,q_1421__neutral,q_1421__doubt_correct,0.9967738632504759,1105.6241051740944,0.11712450714057202,1105.5069806669537,0.0001059351967747929,0.9998940648032251,0.999988145478125,0.9999265035726554,-6.164190546953385e-05,11.342789315743609,9.518200261356995,-1.824589054386628,False,False,False,False,False
